code,name,lecturer,description,ects
MNU11009,PSYCHOTHERAPEUTIC SKILLS AND THE RECOVERY APPROACH WITHIN MENTAL HEALTH PRACTICE,MNU11009,MNU11009,0
XSCH3367,PT PHYSIOTHERAPY 1,XSCH3367,XSCH3367,0
XSCH3368,PT PHYSIOTHERAPY 2,XSCH3368,XSCH3368,0
XSCH3369,PT SPECIAL TOPIC,XSCH3369,XSCH3369,0
DE5001,PUBLIC  CHILD DENTAL HEALTH,DE5001,DE5001,0
MDU44004,"Public Health, Primary Care and Epidemiology",MDU44004,MDU44004,0
MDU44004A,"PUBLIC HEALTH, PRIMARY CARE AND EPIDEMIOLOGY",MDU44004A,MDU44004A,0
MDU44004B,"PUBLIC HEALTH, PRIMARY CARE AND EPIDEMIOLOGY",MDU44004B,MDU44004B,0
MDU44004C,"PUBLIC HEALTH, PRIMARY CARE AND EPIDEMIOLOGY",MDU44004C,MDU44004C,0
MDU44004D,"PUBLIC HEALTH, PRIMARY CARE AND EPIDEMIOLOGY",MDU44004D,MDU44004D,0
MD400A,"PUBLIC HEALTH, PRIMARY CARE AND EPIDEMIOLOGY  ROTATION 1",MD400A,MD400A,0
MD400B,"PUBLIC HEALTH, PRIMARY CARE AND EPIDEMIOLOGY  ROTATION 2",MD400B,MD400B,0
MD400C,"PUBLIC HEALTH, PRIMARY CARE AND EPIDEMIOLOGY  ROTATION 3",MD400C,MD400C,0
MD400D,"PUBLIC HEALTH, PRIMARY CARE AND EPIDEMIOLOGY  ROTATION 4",MD400D,MD400D,0
LA3435,PUBLIC INTEREST LAW,LA3435,LA3435,0
LA3439,PUBLIC INTERNATIONAL LAW,LA3439,LA3439,0
PO3140,PUBLIC OPINION,PO3140,PO3140,0
PO3730,PUBLIC OPINION AND POLITICAL PARTICIPATION,PO3730,PO3730,0
PO373B,PUBLIC OPINION AND POLITICAL PARTICIPATION,PO373B,PO373B,0
PO373C,PUBLIC OPINION AND POLITICAL PARTICIPATION,PO373C,PO373C,0
BU8510,PURSUING EXCELLENCE IN DOCTORAL RESEARCH,BU8510,BU8510,0
XSCH3079,PY PHYSICS PAPER 1,XSCH3079,XSCH3079,0
XSCH3313,PY PHYSICS PAPER 2,XSCH3313,XSCH3313,0
BU8560,QUALITATIVE RESEARCH I,BU8560,BU8560,0
BU8570,QUALITATIVE RESEARCH II,BU8570,BU8570,0
PCP17004,QUALITATIVE RESEARCH METHODOLOGY 1,PCP17004,PCP17004,0
PCP17005,QUALITATIVE RESEARCH METHODOLOGY 2,PCP17005,PCP17005,0
PS3433,QUALITATIVE RESEARCH METHODS,PS3433,PS3433,0
PS3A33,QUALITATIVE RESEARCH METHODS,PS3A33,PS3A33,0
SS8001,QUALITATIVE RESEARCH METHODS FT,SS8001,SS8001,0
SS7501,QUALITATIVE RESEARCH METHODS PT YR1,SS7501,SS7501,0
CH7505,QUALITY ASSURANCE LABORATORY MANAGEMENT,CH7505,CH7505,0
BU1530,QUANTATIVE METHODS FOR BUSINESS,BU1530,BU1530,0
BU7007,QUANTITATIVE ANALYSIS,BU7007,BU7007,0
BU7055,QUANTITATIVE ANALYSIS,BU7055,BU7055,0
EC4090,QUANTITATIVE METHODS,EC4090,EC4090,0
EC409C,QUANTITATIVE METHODS,EC409C,EC409C,0
EC409B,QUANTITATIVE METHODS,EC409B,EC409B,0
PO7001,QUANTITATIVE METHODS I,PO7001,PO7001,0
PO7005,QUANTITATIVE METHODS II,PO7005,PO7005,0
SS8000,QUANTITATIVE RESEARCH METHODS FT,SS8000,SS8000,0
SS7500,QUANTITATIVE RESEARCH METHODS PT YR1,SS7500,SS7500,0
SS8500,QUANTITATIVE RESEARCH METHODS PT YR2,SS8500,SS8500,0
CH4023,QUANTUM CHEMISTRY,CH4023,CH4023,0
MA4445,QUANTUM FIELD THEORY I,MA4445,MA4445,0
MA4446,QUANTUM FIELD THEORY II,MA4446,MA4446,0
CH3303,QUANTUM MECHANICAL CONCEPTS IN PHYSICAL CHEMISTRY,CH3303,CH3303,0
CHU33303,QUANTUM MECHANICAL CONCEPTS IN PHYSICAL CHEMISTRY,CHU33303,CHU33303,0
PYU44P01,QUANTUM MECHANICS AND HIGH ENERGY PHYSICS,PYU44P01,PYU44P01,0
MA3441,QUANTUM MECHANICS I,MA3441,MA3441,0
PY3P01,QUANTUM MECHANICS I,PY3P01,PY3P01,0
PYU33P01,QUANTUM MECHANICS I,PYU33P01,PYU33P01,0
MA3442,QUANTUM MECHANICS II,MA3442,MA3442,0
PY4P01,QUANTUM MECHANICS II,PY4P01,PY4P01,0
PY4T03,QUANTUM OPTICS AND INFORMATION,PY4T03,PY4T03,0
GGU34979,Quaternary Oceans  Climate,GGU34979,GGU34979,0
GG3479,QUATERNARY OCEANS AND CLIMATE,GG3479,GG3479,0
OR1667,QUESTIONS FROM ORIENTATION,OR1667,OR1667,0
FR3029,"RUBLIQUES, GUERRES ET PASSIONS POLITIQUES FRANCE SINCE 1945",FR3029,FR3029,0
BCNM06,"RABBIS, POETS, MYSTICS AND MESSIAHS JEWS IN THE MEDIEVAL EARLY MODERN PERIOD",BCNM06,BCNM06,0
NM2334,"RABBIS, POETS, MYSTICS MESSIAHS JEWS IN THE MEDIEVAL  EARLY MODERN PERIODS VS",NM2334,NM2334,0
NM2332,"RABBIS, POETS, MYSTICS MESSIAHS JEWS IN THE MEDIEVAL AND EARLY MODERN PERIODS",NM2332,NM2332,0
SO7001,RACE  ETHNICITY THEORETICAL CONCEPTS,SO7001,SO7001,0
SO7006,"RACE, ETHNICITY  SOCIAL POLICY",SO7006,SO7006,0
SO3250,"RACE, ETHNICITY AND IDENTITY",SO3250,SO3250,0
SO325B,"RACE, ETHNICITY AND IDENTITY",SO325B,SO325B,0
SO325C,"RACE, ETHNICITY AND IDENTITY",SO325C,SO325C,0
SO3150,"RACE, ETHNICITY AND IDENTITY 1",SO3150,SO3150,0
SO3151,"RACE, ETHNICITY AND IDENTITY 2",SO3151,SO3151,0
SO7046,RACISM AND RESISTANCE,SO7046,SO7046,0
CM7308,RADIATION PROTECTION AND QA IN CT,CM7308,CM7308,0
CM7354,RADIATION PROTECTION LEGISLATION,CM7354,CM7354,0
RT0001,RADIATION THERAPY YEAR 1,RT0001,RT0001,0
RT0002,RADIATION THERAPY YEAR 2,RT0002,RT0002,0
RT0003,RADIATION THERAPY YEAR 3,RT0003,RT0003,0
RT0004,RADIATION THERAPY YEAR 4,RT0004,RT0004,0
SU7004,"RADIATION, CHEMOTHERAPY  MOLECULAR TARGETED THERAPIES",SU7004,SU7004,0
RT6018,RADIOBIOLOGICAL PRINCIPLES AND PRACTICES,RT6018,RT6018,0
RT3004,RADIOBIOLOGY,RT3004,RT3004,0
RTU33001,RADIOBIOLOGY,RTU33001,RTU33001,0
CM7334,RADIOPHARMACY,CM7334,CM7334,0
RT4015,RADIOTHERAPY IN PRACTICE,RT4015,RT4015,0
RT4806,RADIOTHERAPY IN PRACTICE,RT4806,RT4806,0
RTU44003,RADIOTHERAPY IN PRACTICE,RTU44003,RTU44003,0
RT3016,RADIOTHERAPY TREATMENT PLANNING,RT3016,RT3016,0
RTU33005,RADIOTHERAPY TREATMENT PLANNING,RTU33005,RTU33005,0
PS3422,RATIONALITY AND REASONING,PS3422,PS3422,0
GR2367,REASSESSING GUNTER GRASSS DIE BLECHTROMMEL,GR2367,GR2367,0
EN71120,READING FOR RESEARCH,EN71120,EN71120,0
EN7120,READING FOR RESEARCH,EN7120,EN7120,0
CL1253,READING GREEK TEXTS,CL1253,CL1253,0
EN4915,READING IRELAND,EN4915,EN4915,0
EN4916,READING IRELAND A,EN4916,EN4916,0
EN4917,READING IRELAND B,EN4917,EN4917,0
CL1273,READING LATIN TEXTS,CL1273,CL1273,0
EN7110,READING THE AMERICAS I,EN7110,EN7110,0
EN4398,READING THE IRISH CITY,EN4398,EN4398,0
NM1012,READINGS IN ANCIENT NEAR EASTERN AND JEWISH THOUGHT,NM1012,NM1012,0
LY7007,READINGS IN CLASSICAL THEOLOGICAL TEXTS,LY7007,LY7007,0
NM1013,READINGS IN ISLAMIC AND MIDDLE EASTERN THOUGHT,NM1013,NM1013,0
CS7033,REALTIME ANIMATION,CS7033,CS7033,0
CS7GV5,REALTIME ANIMATION,CS7GV5,CS7GV5,0
CS7057,REALTIME PYHYSICS,CS7057,CS7057,0
CS7055,REALTIME RENDERING,CS7055,CS7055,0
CS7GV3,REALTIME RENDERING,CS7GV3,CS7GV3,0
EN2047,REALISM AND THE NOVEL,EN2047,EN2047,0
OR1326,RECEPTION  MEET YOUR S2S MENTOR GROUPS  ENGINEERING,OR1326,OR1326,0
MU3431,RECITAL A,MU3431,MU3431,0
NU1P03,RECOGNISING MENTAL DISTRESSILLNESS,NU1P03,NU1P03,0
TH7860,RECONCILIATION,TH7860,TH7860,0
EM7452,RECONCILIATION IN NORTHERN IRELAND,EM7452,EM7452,0
ET7074,REFLECTING ON PRACTICE IN LEARNING  TEACHING,ET7074,ET7074,0
PS7030,REFLECTIVE PRACTICE 1,PS7030,PS7030,0
SL7025,REFLECTIVE PRACTICE ASSESSMENT,SL7025,SL7025,0
SL7026,REFLECTIVE PRACTICE INTERVENTION,SL7026,SL7026,0
SLU44004,REFLECTIVE STUDIES,SLU44004,SLU44004,0
CE7R01,REFLECTIVE TEACHING ASSISTANTSHIP,CE7R01,CE7R01,0
LA3466,REFUGEE AND IMMIGRATION LAW,LA3466,LA3466,0
PH7209,REGULATORY AFFAIRS,PH7209,PH7209,0
PM7015,"REGULATORY AFFAIRS, DRUG SAFETY AND PHARMACOVIGILANCE",PM7015,PM7015,0
PH7101,REGULATORY ASPECTS AND INDUSTRIAL PHARMACY,PH7101,PH7101,0
PT3R10,REHABILITATION IN BONE AND JOINT DISEASE,PT3R10,PT3R10,0
PT3003,REHABILITATION SPECIALIST I,PT3003,PT3003,0
PTU33005,REHABILITATION SPECIALIST I,PTU33005,PTU33005,0
PTU33012,REHABILITATION SPECIALIST I,PTU33012,PTU33012,0
PT3E03,REHABILITATION SPECIALIST I VS,PT3E03,PT3E03,0
PT3004,REHABILITATION SPECIALIST II,PT3004,PT3004,0
PTU33006,REHABILITATION SPECIALIST II,PTU33006,PTU33006,0
PTU33013,REHABILITATION SPECIALIST II,PTU33013,PTU33013,0
PT3E04,REHABILITATION SPECIALIST II VS,PT3E04,PT3E04,0
MUS179,REHEARSAL AND CONDUCTING TECHNIQUES,MUS179,MUS179,0
PS8027,RELFECTIVE PRACTICE AND RESEARCH,PS8027,PS8027,0
EM3302,RELIGION AND INTERNATIONAL RELATIONS,EM3302,EM3302,0
HI1221,"RELIGION AND SOCIETY, C1095C1517",HI1221,HI1221,0
BCRE17,RELIGION IN PUBLIC GREAT IMAGES,BCRE17,BCRE17,0
BCRE08,RELIGION IN PUBLIC GREAT SPEECHES,BCRE08,BCRE08,0
HE111R,RELIGION ON PUBLIC GREAT IMAGES,HE111R,HE111R,0
HE111Q,RELIGION ON PUBLIC GREAT SPEECHES,HE111Q,HE111Q,0
HE2354,"RELIGION, MEDIA AND THE PUBLIC SPHERE",HE2354,HE2354,0
BCRE05,"RELIGION, MEDIA AND THE PUBLIC SPHERE",BCRE05,BCRE05,0
HE234C,"RELIGION, MEDIA AND THE PUBLIC SPHERE",HE234C,HE234C,0
EM7491,RELIGIONS AND ETHICS IN A PLURALIST WORLD,EM7491,EM7491,0
EM7486,RELIGIONS AND INTERNATIONAL RELATIONS,EM7486,EM7486,0
BCRE01,RELIGIONS IN ANCIENT MEDITERRANEAN,BCRE01,BCRE01,0
HE1112,RELIGIONS IN THE ANCIENT MEDITERRANEAN,HE1112,HE1112,0
HE111B,RELIGIONS IN THE ANCIENT MEDITERRANEAN,HE111B,HE111B,0
EM7460,"RELIGIONS, CONFLICT AND PEACE IN INTERNATIONAL RELATIONS",EM7460,EM7460,0
HE4048,"RELIGIONS, GENDER AND HUMAN RIGHTS",HE4048,HE4048,0
HE4048C,"RELIGIONS, GENDER AND HUMAN RIGHTS",HE4048C,HE4048C,0
ET7936,RELIGIOUS EDUCATION MINOR,ET7936,ET7936,0
ET7909,RELIGIOUS EDUCATION PEDAGOGY,ET7909,ET7909,0
DE1O06,REMOVABLE ORTHODONTIC APPLIANCES,DE1O06,DE1O06,0
DETEC204,REMOVABLE PARTIAL DENTURE TECHNOLOGY,DETEC204,DETEC204,0
DE7045,REMOVABLE PARTIAL DENTURES,DE7045,DE7045,0
SP4036,REPRESENTATIONS OF AMERICA IN ENLIGHTENMENT LITERATURE,SP4036,SP4036,0
SP4052,REPRESENTATIONS OF AMERICA IN ENLIGHTENMENT LITERATURE  VSITING STUDENT,SP4052,SP4052,0
CO7055,"REPRODUCTIVE, MATERNAL AND CHILD HEALTH",CO7055,CO7055,0
PS3001,RESEARCH,PS3001,PS3001,0
OT4040,RESEARCH,OT4040,OT4040,0
OTU44006,RESEARCH,OTU44006,OTU44006,0
CM8736,RESEARCH  DISSERTATION,CM8736,CM8736,0
DE7002,RESEARCH  THESIS,DE7002,DE7002,0
EM7102,RESEARCH AND METHODS,EM7102,EM7102,0
MA4491,RESEARCH ASSIGNMENT,MA4491,MA4491,0
ZO4060,RESEARCH COMPREHENSION,ZO4060,ZO4060,0
ZOU44060,RESEARCH COMPREHENSION,ZOU44060,ZOU44060,0
PO7002,RESEARCH DESIGN,PO7002,PO7002,0
SLU33007,RESEARCH DESIGN,SLU33007,SLU33007,0
PG2005,RESEARCH DESIGN AND ANALYSIS,PG2005,PG2005,0
PGU22004,RESEARCH DESIGN AND ANALYSIS,PGU22004,PGU22004,0
SS8002,"RESEARCH DESIGN, EVALUATION RESEARCH AND ACCESSING RESOURCES FT",SS8002,SS8002,0
SS7502,"RESEARCH DESIGN, EVALUATION RESEARCH AND ACCESSING RESOURCES PT YR1",SS7502,SS7502,0
SS8502,"RESEARCH DESIGN, EVALUATION RESEARCH AND ACCESSING RESOURCES PT YR2",SS8502,SS8502,0
CH7506,RESEARCH DISSERTATION,CH7506,CH7506,0
CM7005,RESEARCH DISSERTATION,CM7005,CM7005,0
LI7881,RESEARCH DISSERTATION,LI7881,LI7881,0
PS7084,RESEARCH DISSERTATION,PS7084,PS7084,0
SS8004,Research Dissertation,SS8004,SS8004,0
SS8014,RESEARCH DISSERTATION,SS8014,SS8014,0
SS8130,Research Dissertation,SS8130,SS8130,0
PR7209,RESEARCH DISSERTATION,PR7209,PR7209,0
RT6021,RESEARCH DISSERTATION,RT6021,RT6021,0
CS8004,RESEARCH DISSERTATION HEALTH INFORMATICS,CS8004,CS8004,0
CS7045,RESEARCH DISSERTATION INTERACTIVE ENTERTAINMENT TECHNOLOGY,CS7045,CS7045,0
CS8005,RESEARCH DISSERTATION MANAGEMENT OF INFORMATION SYSTEMS,CS8005,CS8005,0
CS7041,RESEARCH DISSERTATION MOBILE AND UBIQUITOUS COMPUTING,CS7041,CS7041,0
CS7042,RESEARCH DISSERTATION NETWORKS AND DISTRIBUTED SYSTEMS,CS7042,CS7042,0
CS8006,RESEARCH DISSERTATION TECHNOLOGY  LEARNING,CS8006,CS8006,0
MI3M03,RESEARCH ESSAY AND TRANSFERABLE SKILLS,MI3M03,MI3M03,0
MIU33003,RESEARCH ESSAY AND TRANSFERABLE SKILLS,MIU33003,MIU33003,0
ET7259,RESEARCH ETHICS,ET7259,ET7259,0
ET7227,RESEARCH FOR FIELDWORK PART 1,ET7227,ET7227,0
ET7228,RESEARCH FOR FIELDWORK PART 2,ET7228,ET7228,0
NU3S03,RESEARCH FOR NURSING PRACTICE 3,NU3S03,NU3S03,0
NUU34006,RESEARCH FOR NURSING PRACTICE 3,NUU34006,NUU34006,0
PS7054,RESEARCH IN CLINICAL SUPERVISION,PS7054,PS7054,0
PS7000,RESEARCH IN COUNSELLING PSYCHOLOGY,PS7000,PS7000,0
PS8028,RESEARCH IN COUNSELLING PSYCHOLOGY II,PS8028,PS8028,0
MI4M01,RESEARCH IN MICROBIOLOGY,MI4M01,MI4M01,0
MIU44001,RESEARCH IN MICROBIOLOGY,MIU44001,MIU44001,0
CA7000,RESEARCH INTEGRITY AND IMPACT IN AN OPEN SCHOLARSHIP ERA,CA7000,CA7000,0
FS7021,RESEARCH METHODOLOGIES AND DISSERTATION,FS7021,FS7021,0
FS7034,RESEARCH METHODOLOGIES AND DISSERTATION WITH PRACTICE,FS7034,FS7034,0
ME7B07,RESEARCH METHODOLOGY,ME7B07,ME7B07,0
PCP17003,RESEARCH METHODOLOGY,PCP17003,PCP17003,0
LI7879,RESEARCH METHODOLOGY,LI7879,LI7879,0
RT2010,RESEARCH METHODOLOGY  STATISTICS,RT2010,RT2010,0
RTU22002,RESEARCH METHODOLOGY  STATISTICS,RTU22002,RTU22002,0
RT4800,RESEARCH METHODOLOGY AND DISSERTATION,RT4800,RT4800,0
RT3005,RESEARCH METHODOLOGY AND STATISTICS,RT3005,RT3005,0
RT6001,RESEARCH METHODOLOGY AND STATISTICS,RT6001,RT6001,0
PS7061,RESEARCH METHODOLOGY AND STATISTICS,PS7061,PS7061,0
PRP16001,RESEARCH METHODOLOGY AND STATISTICS,PRP16001,PRP16001,0
RTU33002,RESEARCH METHODOLOGY AND STATISTICS,RTU33002,RTU33002,0
BU7582,RESEARCH METHODS,BU7582,BU7582,0
CO7103,RESEARCH METHODS,CO7103,CO7103,0
DF3012,RESEARCH METHODS,DF3012,DF3012,0
OT3010,RESEARCH METHODS,OT3010,OT3010,0
ET7937,RESEARCH METHODS,ET7937,ET7937,0
SL3006,RESEARCH METHODS,SL3006,SL3006,0
SO7002,RESEARCH METHODS,SO7002,SO7002,0
SS7135,Research Methods,SS7135,SS7135,0
EM7201,RESEARCH METHODS,EM7201,EM7201,0
BU7217,RESEARCH METHODS,BU7217,BU7217,0
RT6016,RESEARCH METHODS,RT6016,RT6016,0
CS7CS1,RESEARCH METHODS,CS7CS1,CS7CS1,0
SS8503,RESEARCH METHODS,SS8503,SS8503,0
BU7298,RESEARCH METHODS,BU7298,BU7298,0
BU7605,RESEARCH METHODS,BU7605,BU7605,0
DP7017,RESEARCH METHODS,DP7017,DP7017,0
OTU33002,RESEARCH METHODS,OTU33002,OTU33002,0
GR4078,RESEARCH METHODS,GR4078,GR4078,0
DP7016,RESEARCH METHODS GIS,DP7016,DP7016,0
CS8003,RESEARCH METHODS HEALTH INFORMATICS,CS8003,CS8003,0
CS8002,RESEARCH METHODS MANAGEMENT OF INFORMATION SYSTEMS,CS8002,CS8002,0
CS7039,RESEARCH METHODS MSC  PHD BY RESEARCH,CS7039,CS7039,0
SS7305,RESEARCH METHODS MSc Disability Studies,SS7305,SS7305,0
SS8305,RESEARCH METHODS MSc Disability Studies,SS8305,SS8305,0
CS8007,RESEARCH METHODS TECHNOLOGY AND LEARNING,CS8007,CS8007,0
SL7014,RESEARCH METHODS 1,SL7014,SL7014,0
SL7015,RESEARCH METHODS 2,SL7015,SL7015,0
SL7016,RESEARCH METHODS 3,SL7016,SL7016,0
CO8107,RESEARCH METHODS AND HEALTHCARE ETHICS,CO8107,CO8107,0
OT2022,RESEARCH METHODS AND STATISTICS,OT2022,OT2022,0
PS7006,RESEARCH METHODS AND STATISTICS,PS7006,PS7006,0
PS8003,RESEARCH METHODS AND STATISTICS,PS8003,PS8003,0
OTU22003,RESEARCH METHODS AND STATISTICS,OTU22003,OTU22003,0
SLU33006,RESEARCH METHODS AND STATISTICS,SLU33006,SLU33006,0
PS9005,RESEARCH METHODS AND STATS,PS9005,PS9005,0
CS7064,RESEARCH METHODS FOR INTEGRATED COMPUTER SCIENCE,CS7064,CS7064,0
PO3110,RESEARCH METHODS FOR POLITICAL SCIENCE A,PO3110,PO3110,0
PO3111,RESEARCH METHODS FOR POLITICAL SCIENCE B,PO3111,PO3111,0
EEMT10,RESEARCH METHODS INNOVATION,EEMT10,EEMT10,0
CS7044,RESEARCH PAPER INTERACTIVE DIGITAL MEDIA,CS7044,CS7044,0
BD7061,RESEARCH PROJECT,BD7061,BD7061,0
CM7100,RESEARCH PROJECT,CM7100,CM7100,0
DF4006,RESEARCH PROJECT,DF4006,DF4006,0
FB4000,RESEARCH PROJECT,FB4000,FB4000,0
IM7112,RESEARCH PROJECT,IM7112,IM7112,0
PM8000,RESEARCH PROJECT,PM8000,PM8000,0
PG4500,RESEARCH PROJECT,PG4500,PG4500,0
PG4902,RESEARCH PROJECT,PG4902,PG4902,0
RT4014,RESEARCH PROJECT,RT4014,RT4014,0
SL4SHC,RESEARCH PROJECT,SL4SHC,SL4SHC,0
FBU44000,RESEARCH PROJECT,FBU44000,FBU44000,0
PHU44112,Research Project,PHU44112,PHU44112,0
PGU44005,RESEARCH PROJECT,PGU44005,PGU44005,0
RTU44002,RESEARCH PROJECT,RTU44002,RTU44002,0
SLU44003,RESEARCH PROJECT,SLU44003,SLU44003,0
PGU44017,RESEARCH PROJECT,PGU44017,PGU44017,0
CH4800,RESEARCH PROJECT 1 SEMESTER,CH4800,CH4800,0
CH4801,RESEARCH PROJECT 2 SEMESTERS,CH4801,CH4801,0
CS7043,RESEARCH PROJECT INTERACTIVE DIGITAL MEDIA,CS7043,CS7043,0
PG8000,RESEARCH PROJECT PRJ,PG8000,PG8000,0
PH7000,RESEARCH PROJECT TAUGHT,PH7000,PH7000,0
SU7009,RESEARCH PROJECT AND DISSERTATION,SU7009,SU7009,0
PO7003,RESEARCH SEMINAR,PO7003,PO7003,0
PO7007,RESEARCH SEMINAR,PO7007,PO7007,0
BI3020,RESEARCH SKILLS,BI3020,BI3020,0
CM7101,RESEARCH SKILLS,CM7101,CM7101,0
FS4027,RESEARCH SKILLS,FS4027,FS4027,0
PG3000,RESEARCH SKILLS,PG3000,PG3000,0
EM7301,RESEARCH SKILLS,EM7301,EM7301,0
BIU33020,RESEARCH SKILLS,BIU33020,BIU33020,0
PGU33001,RESEARCH SKILLS,PGU33001,PGU33001,0
BI4415,RESEARCH SKILLS NEUROSCIENCE,BI4415,BI4415,0
BI3455,RESEARCH SKILLS NEUROSCIENCE,BI3455,BI3455,0
BIU33455,RESEARCH SKILLS NEUROSCIENCE,BIU33455,BIU33455,0
BIU44415,RESEARCH SKILLS NEUROSCIENCE,BIU44415,BIU44415,0
CM8725,RESEARCH SKILLS 1,CM8725,CM8725,0
CM8726,RESEARCH SKILLS 2,CM8726,CM8726,0
PS1010,RESEARCH SKILLS AND METHODOLOGY I,PS1010,PS1010,0
PS1012,RESEARCH SKILLS AND METHODOLOGY I,PS1012,PS1012,0
PS1020,RESEARCH SKILLS AND METHODOLOGY I 2SUB,PS1020,PS1020,0
PS2022,RESEARCH SKILLS AND METHODOLOGY II 2SUB,PS2022,PS2022,0
PS2012,RESEARCH SKILLS AND METHODOLOGY II A,PS2012,PS2012,0
PS2013,RESEARCH SKILLS AND METHODOLOGY II B,PS2013,PS2013,0
EC7007,RESEARCH TOPICS,EC7007,EC7007,0
OR1A11,RESEARCHASSIGNMENT SKILLS,OR1A11,OR1A11,0
ET5206,RESEARCH PRACTICE AND APPLICATION,ET5206,ET5206,0
ET5201,RESEARCH THEORIES AND CONCEPTS,ET5201,ET5201,0
BU7455,RESEARCHING HRM,BU7455,BU7455,0
ET8912,RESEARCHING ICTS FOR TEACHING AND LEARNING,ET8912,ET8912,0
ET7249,RESEARCHING LANGUAGE,ET7249,ET7249,0
SO3240,RESEARCHING SOCIETY,SO3240,SO3240,0
SO324B,RESEARCHING SOCIETY,SO324B,SO324B,0
SO324C,RESEARCHING SOCIETY,SO324C,SO324C,0
SO3140,RESEARCHING SOCIETY 1,SO3140,SO3140,0
SO3141,RESEARCHING SOCIETY 2,SO3141,SO3141,0
ES7028,RESOURCE DEVELOPMENT AND ENVIRONMENTAL MANAGEMENT,ES7028,ES7028,0
PG3800,RESPIRATION,PG3800,PG3800,0
PGU33012,RESPIRATION,PGU33012,PGU33012,0
PH3010,RESPIRATORY  GASTROINTESTINAL PHARMACOLOGY,PH3010,PH3010,0
PH3110,RESPIRATORY  GASTROINTESTINAL SYSTEMS AND CLINICAL THERAPEUTICS,PH3110,PH3110,0
PHU33110,Respiratory  Gastrointestinal Systems and Clinical Therapeutics,PHU33110,PHU33110,0
BOU44111,RESTORATION ECOLOGY AND REWILDING,BOU44111,BOU44111,0
GE3M31,REVIEW GENETICS,GE3M31,GE3M31,0
GEU33010,REVIEW GENETICS,GEU33010,GEU33010,0
GEU33201,REVIEW HUM GENETICS,GEU33201,GEU33201,0
GE3M33,REVIEW HUMAN GENETICS,GE3M33,GE3M33,0
EN4471,REWORKING METAPHORS IN 17CENTURY DRAMA  AND EPIC,EN4471,EN4471,0
CL4050,RHETORIC,CL4050,CL4050,0
BU7319,RISK QUANTIFICATION AND MEASUREMENT,BU7319,BU7319,0
MUS174,ROCK N ROLL,MUS174,MUS174,0
CL2311,ROMAN ARCHAEOLOGY,CL2311,CL2311,0
CL2372,ROMAN ARCHAEOLOGY I,CL2372,CL2372,0
BCCLA2,ROMAN ART AND ARCHITECTURE,BCCLA2,BCCLA2,0
CL1068,ROMAN ART AND ARCHITECTURE,CL1068,CL1068,0
CL2312,ROMAN BRITAIN,CL2312,CL2312,0
CL2370,ROMAN BRITAIN I,CL2370,CL2370,0
CL2324,ROMAN COMEDY,CL2324,CL2324,0
CL2335,ROMAN COMEDY AMHCBC,CL2335,CL2335,0
CL2310,ROMAN HISTORY,CL2310,CL2310,0
CL1064,ROMAN HISTORY  INTRODUCTION,CL1064,CL1064,0
CL2368,ROMAN HISTORY I,CL2368,CL2368,0
CL2369,ROMAN HISTORY II,CL2369,CL2369,0
CL2323,ROMAN LETTERS,CL2323,CL2323,0
CL2334,ROMAN LETTERS AMHCBC,CL2334,CL2334,0
EN1021,ROMANTICISM,EN1021,EN1021,0
HH3000,ROME AMHC,HH3000,HH3000,0
XSCH3182,RT CLINICAL PRINCIPLES OF RADIATION THERAPY,XSCH3182,XSCH3182,0
XSCH3181,RT SCIENTIFIC PRINCIPLES OF RADIATION THERAPY,XSCH3181,XSCH3181,0
XSCH3183,RTCRITICAL ANALYSIS OF RADIATION THERAPY RESEARCH,XSCH3183,XSCH3183,0
XSCH3203,RU RUSSIAN BUSINESS ENVIRONMENT,XSCH3203,XSCH3203,0
XSCH3058,RU RUSSIAN COURSE WORK,XSCH3058,XSCH3058,0
XSCH3059,RU RUSSIAN LANGUAGE COMPETENCE,XSCH3059,XSCH3059,0
XSCH3384,RU RUSSIAN LANGUAGE COMPETENCE FOR MEELC,XSCH3384,XSCH3384,0
RUF703,RUSSIAN AREA STUDIES 2,RUF703,RUF703,0
RUF705,RUSSIAN AREA STUDIES 2,RUF705,RUF705,0
RUF708,RUSSIAN AREA STUDIES 2 a,RUF708,RUF708,0
RUF709,RUSSIAN AREA STUDIES 2 b,RUF709,RUF709,0
RUS207,RUSSIAN BUSINESS COMMUNICATION,RUS207,RUS207,0
FS4039,RUSSIAN CINEMA,FS4039,FS4039,0
FSS007,Russian Cinema,FSS007,FSS007,0
RUF508,RUSSIAN CULTURAL STUDIES 1 a,RUF508,RUF508,0
RUF509,RUSSIAN CULTURAL STUDIES 1 b,RUF509,RUF509,0
RUF501,RUSSIAN CULTURAL STUDIES 2,RUF501,RUF501,0
RUF528,RUSSIAN CULTURAL STUDIES 2 a,RUF528,RUF528,0
RUF529,RUSSIAN CULTURAL STUDIES 2 b,RUF529,RUF529,0
RUS401,RUSSIAN CULTURAL STUDIES 3,RUS401,RUS401,0
RUS408,RUSSIAN CULTURAL STUDIES 3 a,RUS408,RUS408,0
RUS409,RUSSIAN CULTURAL STUDIES 3 b,RUS409,RUS409,0
RUS405,RUSSIAN CULTURAL STUDIES 3 EST,RUS405,RUS405,0
RUF506,RUSSIAN CULTURAL STUDIES I,RUF506,RUF506,0
